Visual_Cluster_ID,2,3,4,5,6,7,8,9,Unclear,All
0,7,4,1,0,1,0,0,0,7,20
1,1,3,5,3,5,4,0,0,0,21
2,15,19,5,1,0,0,0,0,2,42
3,3,3,0,0,0,0,0,0,0,6
4,0,0,0,0,2,10,4,2,0,18
5,6,3,1,7,4,0,0,0,0,21
6,0,1,0,3,1,0,0,0,0,5
7,6,16,0,1,0,0,0,0,0,23
8,1,6,0,2,0,0,0,0,11,20
9,9,2,0,0,0,0,0,0,0,11
All,48,57,12,17,13,14,4,2,20,187
