Visual_Cluster_ID,3,4,5,6,7,8,9,Unclear,All
0,16,4,7,0,0,0,0,0,27
1,2,5,12,2,0,0,0,0,21
2,3,0,5,0,0,0,0,11,19
3,0,0,0,3,8,2,5,0,18
4,0,2,19,0,0,0,0,0,21
5,0,0,14,1,0,0,0,0,15
All,21,11,57,6,8,2,5,11,121
