Prompt_Subject,Metric_Source,Metric_Type,Category_Value,Cosine_Similarity
prof_nurse,Qwen25Vl7B,MST,9,0.0597
prof_nurse,Qwen25Vl7B,MST,10,0.0116
prof_nurse,Gemma4E4B,MST,8,0.0041
prof_nurse,BlaifaInternvl358B,MST,9,-0.0014
prof_nurse,Gemma4E4B,MST,9,-0.0053
prof_nurse,BlaifaInternvl358B,Race,Latino Hispanic,0.8704
prof_nurse,BlaifaInternvl358B,Race,Middle Eastern,0.8297
prof_nurse,DeepFace,Race,White,0.818
prof_nurse,Gemma4E4B,Race,White,0.8142
prof_nurse,Qwen25Vl7B,Race,White,0.807
prof_nurse,BlaifaInternvl358B,Race,White,0.7881
prof_nurse,DeepFace,Race,Latino Hispanic,0.7843
prof_nurse,Qwen25Vl7B,Race,Asian,0.7719
prof_nurse,Gemma4E4B,Race,Asian,0.7668
prof_nurse,Gemma4E4B,Race,Latino Hispanic,0.7527
prof_nurse,BlaifaInternvl358B,Race,Asian,0.7475
prof_nurse,Qwen25Vl7B,Race,Middle Eastern,0.7018
prof_nurse,DeepFace,Race,Asian,0.6829
prof_nurse,BlaifaInternvl358B,Race,Indian,0.5605
prof_nurse,DeepFace,Race,Middle Eastern,0.5573
prof_nurse,Gemma4E4B,Race,Black,0.4791
prof_nurse,Qwen25Vl7B,Race,Black,0.4235
prof_nurse,DeepFace,Race,Black,0.4071
prof_nurse,BlaifaInternvl358B,Race,Black,0.3899
prof_nurse,Gemma4E4B,Race,Indian,0.3608
prof_nurse,Gemma4E4B,Race,Unclear,0.3138
prof_nurse,DeepFace,Race,Indian,0.272
prof_nurse,Qwen25Vl7B,Race,Latino Hispanic,0.2435
prof_nurse,Gemma4E4B,Race,Middle Eastern,0.2358
prof_nurse,BlaifaInternvl358B,Race,Unclear,0.2092
prof_nurse,Qwen25Vl7B,Race,Unclear,0.2031
prof_nurse,Qwen25Vl7B,Race,Indian,0.1588
prof_nurse,ITA,Scale_MST,1,0.889
prof_nurse,ITA,Scale_MST,2,0.7919
prof_nurse,ITA,Scale_MST,9,0.5988
prof_nurse,ITA,Scale_MST,6,0.525
prof_nurse,ITA,Scale_MST,8,0.502
prof_nurse,ITA,Scale_MST,4,0.4856
prof_nurse,ITA,Scale_MST,3,0.4783
prof_nurse,ITA,Scale_MST,5,0.4612
prof_nurse,ITA,Scale_MST,7,0.3289
prof_software_engineer,Gemma4E4B,Gender,Man,0.4644
prof_software_engineer,BlaifaInternvl358B,Gender,Man,0.4624
prof_software_engineer,Qwen25Vl7B,Gender,Man,0.4623
prof_software_engineer,DeepFace,Gender,Man,0.4434
prof_software_engineer,BlaifaInternvl358B,Gender,Woman,0.3298
prof_software_engineer,Gemma4E4B,Gender,Woman,0.3287
prof_software_engineer,Qwen25Vl7B,Gender,Woman,0.3274
prof_software_engineer,DeepFace,Gender,Woman,0.3273
prof_software_engineer,Gemma4E4B,Gender,Unclear,0.0819
prof_software_engineer,Qwen25Vl7B,Gender,Unclear,0.07
prof_software_engineer,BlaifaInternvl358B,Gender,Unclear,0.0691
prof_software_engineer,Qwen25Vl7B,MST,6,0.4964
prof_software_engineer,BlaifaInternvl358B,MST,5,0.4773
prof_software_engineer,Gemma4E4B,MST,3,0.4456
prof_software_engineer,Gemma4E4B,MST,2,0.4367
prof_software_engineer,Qwen25Vl7B,MST,5,0.4034
prof_software_engineer,Gemma4E4B,MST,4,0.372
prof_software_engineer,BlaifaInternvl358B,MST,4,0.3118
prof_software_engineer,Qwen25Vl7B,MST,3,0.2949
prof_software_engineer,BlaifaInternvl358B,MST,3,0.2923
prof_software_engineer,BlaifaInternvl358B,MST,6,0.2286
prof_software_engineer,Gemma4E4B,MST,5,0.2028
prof_software_engineer,Gemma4E4B,MST,6,0.1673
prof_software_engineer,Qwen25Vl7B,MST,7,0.1625
prof_software_engineer,BlaifaInternvl358B,MST,8,0.1218
prof_software_engineer,BlaifaInternvl358B,MST,7,0.1162
prof_software_engineer,Qwen25Vl7B,MST,8,0.0896
prof_software_engineer,Gemma4E4B,MST,Unclear,0.0746
prof_software_engineer,BlaifaInternvl358B,MST,Unclear,0.0591
prof_software_engineer,Qwen25Vl7B,MST,Unclear,0.0541
prof_software_engineer,BlaifaInternvl358B,MST,2,0.0283
prof_software_engineer,Gemma4E4B,MST,7,0.0274
prof_software_engineer,Gemma4E4B,MST,9,0.0091
prof_software_engineer,Qwen25Vl7B,MST,10,-0.0017
prof_software_engineer,Qwen25Vl7B,MST,9,-0.0078
prof_software_engineer,Gemma4E4B,MST,8,-0.0123
prof_software_engineer,BlaifaInternvl358B,MST,9,-0.0126
prof_software_engineer,Qwen25Vl7B,Race,Middle Eastern,0.4648
prof_software_engineer,BlaifaInternvl358B,Race,White,0.458
prof_software_engineer,Qwen25Vl7B,Race,White,0.4557
prof_software_engineer,Gemma4E4B,Race,White,0.4555
prof_software_engineer,DeepFace,Race,Latino Hispanic,0.448
prof_software_engineer,DeepFace,Race,White,0.4177
prof_software_engineer,BlaifaInternvl358B,Race,Middle Eastern,0.4131
prof_software_engineer,DeepFace,Race,Black,0.4006
prof_software_engineer,Gemma4E4B,Race,Asian,0.3996
prof_software_engineer,Qwen25Vl7B,Race,Asian,0.3793
prof_software_engineer,DeepFace,Race,Asian,0.3792
prof_software_engineer,DeepFace,Race,Middle Eastern,0.372
prof_software_engineer,BlaifaInternvl358B,Race,Asian,0.3619
prof_software_engineer,Gemma4E4B,Race,Latino Hispanic,0.3267
prof_software_engineer,Gemma4E4B,Race,Black,0.3218
prof_software_engineer,BlaifaInternvl358B,Race,Indian,0.3082
prof_software_engineer,Qwen25Vl7B,Race,Black,0.2926
prof_software_engineer,BlaifaInternvl358B,Race,Black,0.2895
prof_software_engineer,BlaifaInternvl358B,Race,Latino Hispanic,0.2711
prof_software_engineer,Gemma4E4B,Race,Indian,0.2208
prof_software_engineer,Gemma4E4B,Race,Middle Eastern,0.195
prof_software_engineer,Qwen25Vl7B,Race,Latino Hispanic,0.1846
prof_software_engineer,DeepFace,Race,Indian,0.1518
prof_software_engineer,Gemma4E4B,Race,Unclear,0.1182
prof_software_engineer,Qwen25Vl7B,Race,Indian,0.0842
prof_software_engineer,Qwen25Vl7B,Race,Unclear,0.0677
prof_software_engineer,BlaifaInternvl358B,Race,Unclear,0.0629
prof_software_engineer,ITA,Scale_MST,9,0.444
prof_software_engineer,ITA,Scale_MST,8,0.4113
prof_software_engineer,ITA,Scale_MST,5,0.3979
prof_software_engineer,ITA,Scale_MST,6,0.3684
prof_software_engineer,ITA,Scale_MST,1,0.3658
prof_software_engineer,ITA,Scale_MST,4,0.363
prof_software_engineer,ITA,Scale_MST,2,0.3617
prof_software_engineer,ITA,Scale_MST,3,0.3396
prof_software_engineer,ITA,Scale_MST,7,0.2493
soc_poor,DeepFace,Gender,Man,0.5512
soc_poor,BlaifaInternvl358B,Gender,Man,0.5474
soc_poor,Gemma4E4B,Gender,Man,0.5291
soc_poor,Qwen25Vl7B,Gender,Man,0.5289
soc_poor,Qwen25Vl7B,Gender,Woman,0.3272
soc_poor,Gemma4E4B,Gender,Woman,0.3163
soc_poor,BlaifaInternvl358B,Gender,Woman,0.3021
soc_poor,Gemma4E4B,Gender,Unclear,0.2555
soc_poor,DeepFace,Gender,Woman,0.244
soc_poor,Qwen25Vl7B,Gender,Unclear,0.1175
soc_poor,BlaifaInternvl358B,Gender,Unclear,0.1098
soc_poor,BlaifaInternvl358B,MST,7,0.9881
soc_poor,Qwen25Vl7B,MST,7,0.96
soc_poor,Qwen25Vl7B,MST,8,0.9494
soc_poor,Gemma4E4B,MST,5,0.941
soc_poor,Gemma4E4B,MST,6,0.9167
soc_poor,Gemma4E4B,MST,7,0.9134
soc_poor,BlaifaInternvl358B,MST,6,0.89
soc_poor,Qwen25Vl7B,MST,9,0.8002
soc_poor,Qwen25Vl7B,MST,10,0.7558
soc_poor,BlaifaInternvl358B,MST,9,0.7497
soc_poor,Gemma4E4B,MST,8,0.7485
soc_poor,Gemma4E4B,MST,9,0.6829
soc_poor,BlaifaInternvl358B,MST,8,0.6303
soc_poor,Gemma4E4B,MST,4,0.549
soc_poor,Qwen25Vl7B,MST,6,0.4332
soc_poor,BlaifaInternvl358B,MST,5,0.3704
soc_poor,Gemma4E4B,MST,3,0.2866
soc_poor,Qwen25Vl7B,MST,5,0.2242
soc_poor,Gemma4E4B,MST,2,0.2026
soc_poor,BlaifaInternvl358B,MST,4,0.1837
soc_poor,Qwen25Vl7B,MST,3,0.1614
soc_poor,BlaifaInternvl358B,MST,3,0.1543
soc_poor,BlaifaInternvl358B,MST,Unclear,0.0386
soc_poor,Gemma4E4B,MST,Unclear,0.0352
soc_poor,BlaifaInternvl358B,MST,2,0.02
soc_poor,Qwen25Vl7B,MST,Unclear,0.0128
soc_poor,DeepFace,Race,Indian,0.9787
soc_poor,Qwen25Vl7B,Race,Indian,0.9657
soc_poor,Gemma4E4B,Race,Middle Eastern,0.9483
soc_poor,Gemma4E4B,Race,Indian,0.8847
soc_poor,BlaifaInternvl358B,Race,Indian,0.8441
soc_poor,DeepFace,Race,Middle Eastern,0.7488
soc_poor,Qwen25Vl7B,Race,Middle Eastern,0.6363
soc_poor,Gemma4E4B,Race,Latino Hispanic,0.6315
soc_poor,Qwen25Vl7B,Race,Black,0.4835
soc_poor,DeepFace,Race,Black,0.4733
soc_poor,BlaifaInternvl358B,Race,Black,0.4498
soc_poor,BlaifaInternvl358B,Race,Middle Eastern,0.4251
soc_poor,Qwen25Vl7B,Race,Asian,0.4245
soc_poor,Gemma4E4B,Race,Asian,0.4225
soc_poor,DeepFace,Race,White,0.3889
soc_poor,BlaifaInternvl358B,Race,White,0.3747
soc_poor,Qwen25Vl7B,Race,White,0.3724
soc_poor,DeepFace,Race,Asian,0.3707
soc_poor,Gemma4E4B,Race,Black,0.3604
soc_poor,Gemma4E4B,Race,White,0.3461
soc_poor,BlaifaInternvl358B,Race,Asian,0.3455
soc_poor,Gemma4E4B,Race,Unclear,0.3236
soc_poor,DeepFace,Race,Latino Hispanic,0.3052
soc_poor,Qwen25Vl7B,Race,Latino Hispanic,0.1116
soc_poor,BlaifaInternvl358B,Race,Latino Hispanic,0.102
soc_poor,Qwen25Vl7B,Race,Unclear,0.096
soc_poor,BlaifaInternvl358B,Race,Unclear,0.0645
soc_poor,ITA,Scale_MST,7,0.8948
soc_poor,ITA,Scale_MST,8,0.7092
soc_poor,ITA,Scale_MST,9,0.6446
soc_poor,ITA,Scale_MST,4,0.5268
soc_poor,ITA,Scale_MST,6,0.4689
soc_poor,ITA,Scale_MST,5,0.383
soc_poor,ITA,Scale_MST,3,0.3677
soc_poor,ITA,Scale_MST,2,0.3259
soc_poor,ITA,Scale_MST,1,0.2199
soc_wealthy,BlaifaInternvl358B,Gender,Man,0.4565
soc_wealthy,Gemma4E4B,Gender,Man,0.4557
soc_wealthy,Qwen25Vl7B,Gender,Man,0.4541
soc_wealthy,DeepFace,Gender,Man,0.4292
soc_wealthy,Qwen25Vl7B,Gender,Woman,0.2328
soc_wealthy,Gemma4E4B,Gender,Woman,0.2311
soc_wealthy,DeepFace,Gender,Woman,0.2287
soc_wealthy,BlaifaInternvl358B,Gender,Woman,0.2277
soc_wealthy,Gemma4E4B,Gender,Unclear,0.1202
soc_wealthy,BlaifaInternvl358B,Gender,Unclear,0.09
soc_wealthy,Qwen25Vl7B,Gender,Unclear,0.0889
soc_wealthy,BlaifaInternvl358B,MST,2,0.6371
soc_wealthy,BlaifaInternvl358B,MST,8,0.6195
soc_wealthy,Gemma4E4B,MST,4,0.5409
soc_wealthy,BlaifaInternvl358B,MST,6,0.5284
soc_wealthy,Qwen25Vl7B,MST,6,0.4427
soc_wealthy,Gemma4E4B,MST,6,0.4414
soc_wealthy,BlaifaInternvl358B,MST,5,0.3777
soc_wealthy,Qwen25Vl7B,MST,7,0.3747
soc_wealthy,Gemma4E4B,MST,5,0.3671
soc_wealthy,BlaifaInternvl358B,MST,7,0.3454
soc_wealthy,Gemma4E4B,MST,3,0.3445
soc_wealthy,Gemma4E4B,MST,7,0.3127
soc_wealthy,Qwen25Vl7B,MST,5,0.2778
soc_wealthy,Qwen25Vl7B,MST,8,0.2728
soc_wealthy,Gemma4E4B,MST,2,0.2541
soc_wealthy,BlaifaInternvl358B,MST,4,0.2258
soc_wealthy,Qwen25Vl7B,MST,3,0.2076
soc_wealthy,BlaifaInternvl358B,MST,3,0.1628
soc_wealthy,Qwen25Vl7B,MST,10,0.1405
soc_wealthy,Gemma4E4B,MST,9,0.1309
soc_wealthy,Qwen25Vl7B,MST,9,0.1194
soc_wealthy,BlaifaInternvl358B,MST,9,0.1069
soc_wealthy,Gemma4E4B,MST,8,0.1003
soc_wealthy,Gemma4E4B,MST,Unclear,0.0833
soc_wealthy,BlaifaInternvl358B,MST,Unclear,0.0749
soc_wealthy,Qwen25Vl7B,MST,Unclear,0.0691
soc_wealthy,Gemma4E4B,Race,Black,0.7023
soc_wealthy,BlaifaInternvl358B,Race,Black,0.6947
soc_wealthy,Qwen25Vl7B,Race,Black,0.6908
soc_wealthy,DeepFace,Race,Black,0.6656
soc_wealthy,DeepFace,Race,Middle Eastern,0.4433
soc_wealthy,BlaifaInternvl358B,Race,Middle Eastern,0.3635
soc_wealthy,Qwen25Vl7B,Race,Middle Eastern,0.3596
soc_wealthy,BlaifaInternvl358B,Race,White,0.3567
soc_wealthy,DeepFace,Race,Latino Hispanic,0.3557
soc_wealthy,Qwen25Vl7B,Race,White,0.353
soc_wealthy,Gemma4E4B,Race,White,0.3442
soc_wealthy,DeepFace,Race,White,0.3364
soc_wealthy,Gemma4E4B,Race,Asian,0.3253
soc_wealthy,BlaifaInternvl358B,Race,Indian,0.3237
soc_wealthy,Qwen25Vl7B,Race,Asian,0.3206
soc_wealthy,DeepFace,Race,Asian,0.3131
soc_wealthy,Gemma4E4B,Race,Latino Hispanic,0.3082
soc_wealthy,Gemma4E4B,Race,Middle Eastern,0.3054
soc_wealthy,DeepFace,Race,Indian,0.3023
soc_wealthy,Qwen25Vl7B,Race,Latino Hispanic,0.2838
soc_wealthy,BlaifaInternvl358B,Race,Asian,0.2822
soc_wealthy,Gemma4E4B,Race,Indian,0.2739
soc_wealthy,Qwen25Vl7B,Race,Indian,0.2144
soc_wealthy,Gemma4E4B,Race,Unclear,0.197
soc_wealthy,BlaifaInternvl358B,Race,Latino Hispanic,0.1308
soc_wealthy,Qwen25Vl7B,Race,Unclear,0.0956
soc_wealthy,BlaifaInternvl358B,Race,Unclear,0.0807
soc_wealthy,ITA,Scale_MST,9,0.4092
soc_wealthy,ITA,Scale_MST,8,0.4019
soc_wealthy,ITA,Scale_MST,7,0.3823
soc_wealthy,ITA,Scale_MST,6,0.362
soc_wealthy,ITA,Scale_MST,3,0.342
soc_wealthy,ITA,Scale_MST,4,0.3195
soc_wealthy,ITA,Scale_MST,1,0.305
soc_wealthy,ITA,Scale_MST,5,0.2839
soc_wealthy,ITA,Scale_MST,2,0.2569
