Prompt_Subject,Metric_Source,Metric_Type,Category_Value,Cosine_Similarity
prof_labor_worker,Qwen25Vl7B,MST,Unclear,0.2299
prof_labor_worker,BlaifaInternvl358B,MST,7,0.2226
prof_labor_worker,Qwen25Vl7B,MST,8,0.2151
prof_labor_worker,BlaifaInternvl358B,MST,3,0.2143
prof_labor_worker,BlaifaInternvl358B,MST,4,0.2044
prof_labor_worker,Gemma4E4B,MST,7,0.1881
prof_labor_worker,Qwen25Vl7B,MST,3,0.1871
prof_labor_worker,BlaifaInternvl358B,MST,8,0.1777
prof_labor_worker,Qwen25Vl7B,MST,9,0.1261
prof_labor_worker,Qwen25Vl7B,MST,10,0.12
prof_labor_worker,Gemma4E4B,MST,9,0.0985
prof_labor_worker,BlaifaInternvl358B,MST,2,0.097
prof_labor_worker,BlaifaInternvl358B,MST,9,0.095
prof_labor_worker,Gemma4E4B,MST,8,0.0887
prof_labor_worker,Gemma4E4B,Race,Indian,0.4175
prof_labor_worker,DeepFace,Race,Middle Eastern,0.3875
prof_labor_worker,Gemma4E4B,Race,Unclear,0.3476
prof_labor_worker,DeepFace,Race,Black,0.3255
prof_labor_worker,DeepFace,Race,White,0.3148
prof_labor_worker,BlaifaInternvl358B,Race,White,0.3046
prof_labor_worker,BlaifaInternvl358B,Race,Indian,0.2947
prof_labor_worker,Qwen25Vl7B,Race,White,0.288
prof_labor_worker,Gemma4E4B,Race,White,0.2835
prof_labor_worker,Qwen25Vl7B,Race,Middle Eastern,0.2776
prof_labor_worker,Qwen25Vl7B,Race,Unclear,0.2756
prof_labor_worker,Qwen25Vl7B,Race,Asian,0.2713
prof_labor_worker,Qwen25Vl7B,Race,Indian,0.2712
prof_labor_worker,Gemma4E4B,Race,Asian,0.2617
prof_labor_worker,Gemma4E4B,Race,Black,0.2575
prof_labor_worker,BlaifaInternvl358B,Race,Middle Eastern,0.2553
prof_labor_worker,BlaifaInternvl358B,Race,Black,0.2513
prof_labor_worker,DeepFace,Race,Latino Hispanic,0.249
prof_labor_worker,BlaifaInternvl358B,Race,Unclear,0.2472
prof_labor_worker,Qwen25Vl7B,Race,Black,0.246
prof_labor_worker,BlaifaInternvl358B,Race,Asian,0.2417
prof_labor_worker,Gemma4E4B,Race,Middle Eastern,0.2385
prof_labor_worker,DeepFace,Race,Indian,0.236
prof_labor_worker,Gemma4E4B,Race,Latino Hispanic,0.232
prof_labor_worker,DeepFace,Race,Asian,0.2164
prof_labor_worker,BlaifaInternvl358B,Race,Latino Hispanic,0.1435
prof_labor_worker,Qwen25Vl7B,Race,Latino Hispanic,0.1137
prof_labor_worker,ITA,Scale_MST,9,0.3102
prof_labor_worker,ITA,Scale_MST,6,0.2984
prof_labor_worker,ITA,Scale_MST,2,0.295
prof_labor_worker,ITA,Scale_MST,1,0.2791
prof_labor_worker,ITA,Scale_MST,4,0.2683
prof_labor_worker,ITA,Scale_MST,7,0.2446
prof_labor_worker,ITA,Scale_MST,8,0.2418
prof_labor_worker,ITA,Scale_MST,5,0.2214
prof_labor_worker,ITA,Scale_MST,3,0.1852
prof_nurse,DeepFace,Gender,Woman,0.869
prof_nurse,BlaifaInternvl358B,Gender,Woman,0.8641
prof_nurse,Gemma4E4B,Gender,Woman,0.8592
prof_nurse,Qwen25Vl7B,Gender,Woman,0.8564
prof_nurse,DeepFace,Gender,Man,0.6602
prof_nurse,Qwen25Vl7B,Gender,Man,0.6446
prof_nurse,BlaifaInternvl358B,Gender,Man,0.6429
prof_nurse,Gemma4E4B,Gender,Man,0.6425
prof_nurse,Gemma4E4B,Gender,Unclear,0.2789
prof_nurse,Qwen25Vl7B,Gender,Unclear,0.222
prof_nurse,BlaifaInternvl358B,Gender,Unclear,0.2115
prof_nurse,Qwen25Vl7B,MST,3,0.961
prof_nurse,BlaifaInternvl358B,MST,3,0.9477
prof_nurse,BlaifaInternvl358B,MST,4,0.9159
prof_nurse,Gemma4E4B,MST,2,0.8989
prof_nurse,Qwen25Vl7B,MST,5,0.8967
prof_nurse,Gemma4E4B,MST,3,0.7907
prof_nurse,BlaifaInternvl358B,MST,5,0.7479
prof_nurse,Gemma4E4B,MST,4,0.6946
prof_nurse,Qwen25Vl7B,MST,6,0.6123
prof_nurse,BlaifaInternvl358B,MST,6,0.2764
prof_nurse,Gemma4E4B,MST,Unclear,0.2661
prof_nurse,Gemma4E4B,MST,5,0.2443
prof_nurse,Gemma4E4B,MST,6,0.214
prof_nurse,Qwen25Vl7B,MST,7,0.2047
prof_nurse,BlaifaInternvl358B,MST,Unclear,0.2044
prof_nurse,Qwen25Vl7B,MST,Unclear,0.1979
prof_nurse,Qwen25Vl7B,MST,8,0.1838
prof_nurse,BlaifaInternvl358B,MST,7,0.1596
prof_nurse,BlaifaInternvl358B,MST,8,0.1086
prof_nurse,Gemma4E4B,MST,7,0.1031
prof_nurse,BlaifaInternvl358B,MST,2,0.0718
