Prompt_Subject,Metric_Source,Metric_Type,Category_Value,Cosine_Similarity
prof_doctor,Qwen25Vl7B,Race,Middle Eastern,0.8086
prof_doctor,Gemma4E4B,Race,Asian,0.7738
prof_doctor,Qwen25Vl7B,Race,Asian,0.7632
prof_doctor,BlaifaInternvl358B,Race,Asian,0.7134
prof_doctor,Gemma4E4B,Race,Latino Hispanic,0.6996
prof_doctor,DeepFace,Race,Asian,0.6727
prof_doctor,DeepFace,Race,Middle Eastern,0.6537
prof_doctor,BlaifaInternvl358B,Race,Indian,0.5831
prof_doctor,Gemma4E4B,Race,Black,0.5625
prof_doctor,Qwen25Vl7B,Race,Black,0.4777
prof_doctor,DeepFace,Race,Black,0.4295
prof_doctor,BlaifaInternvl358B,Race,Black,0.428
prof_doctor,Gemma4E4B,Race,Unclear,0.3894
prof_doctor,Gemma4E4B,Race,Indian,0.3773
prof_doctor,Qwen25Vl7B,Race,Latino Hispanic,0.3314
prof_doctor,DeepFace,Race,Indian,0.3225
prof_doctor,Gemma4E4B,Race,Middle Eastern,0.3165
prof_doctor,BlaifaInternvl358B,Race,Unclear,0.211
prof_doctor,Qwen25Vl7B,Race,Unclear,0.2037
prof_doctor,Qwen25Vl7B,Race,Indian,0.1816
prof_doctor,ITA,Scale_MST,1,0.9268
prof_doctor,ITA,Scale_MST,2,0.7342
prof_doctor,ITA,Scale_MST,9,0.7192
prof_doctor,ITA,Scale_MST,8,0.5706
prof_doctor,ITA,Scale_MST,4,0.5081
prof_doctor,ITA,Scale_MST,6,0.5046
prof_doctor,ITA,Scale_MST,5,0.4514
prof_doctor,ITA,Scale_MST,3,0.4393
prof_doctor,ITA,Scale_MST,7,0.3719
prof_nurse,DeepFace,Gender,Woman,0.869
prof_nurse,BlaifaInternvl358B,Gender,Woman,0.8682
prof_nurse,Gemma4E4B,Gender,Woman,0.8643
prof_nurse,Qwen25Vl7B,Gender,Woman,0.8614
prof_nurse,DeepFace,Gender,Man,0.681
prof_nurse,Qwen25Vl7B,Gender,Man,0.6607
prof_nurse,Gemma4E4B,Gender,Man,0.6581
prof_nurse,BlaifaInternvl358B,Gender,Man,0.6573
prof_nurse,Gemma4E4B,Gender,Unclear,0.3221
prof_nurse,Qwen25Vl7B,Gender,Unclear,0.2751
prof_nurse,BlaifaInternvl358B,Gender,Unclear,0.2403
prof_nurse,BlaifaInternvl358B,MST,3,0.961
prof_nurse,Qwen25Vl7B,MST,3,0.961
prof_nurse,BlaifaInternvl358B,MST,4,0.9205
prof_nurse,Gemma4E4B,MST,2,0.9128
prof_nurse,Qwen25Vl7B,MST,5,0.8991
prof_nurse,Gemma4E4B,MST,3,0.7965
prof_nurse,BlaifaInternvl358B,MST,5,0.7574
prof_nurse,Gemma4E4B,MST,4,0.7474
prof_nurse,Qwen25Vl7B,MST,6,0.6364
prof_nurse,Gemma4E4B,MST,Unclear,0.3624
prof_nurse,BlaifaInternvl358B,MST,Unclear,0.2404
prof_nurse,Qwen25Vl7B,MST,Unclear,0.2331
prof_nurse,Gemma4E4B,MST,5,0.2267
prof_nurse,BlaifaInternvl358B,MST,6,0.2256
prof_nurse,Gemma4E4B,MST,6,0.1923
