Visual_Cluster_ID,10,3,5,6,7,8,9,Unclear,All
0,0,4,20,3,0,0,0,0,27
1,3,0,0,0,1,2,12,0,18
2,0,1,2,13,2,2,1,0,21
3,0,0,1,11,0,0,0,7,19
4,0,0,8,13,0,0,0,0,21
5,0,1,4,10,0,0,0,0,15
All,3,6,35,50,3,4,13,7,121
