Visual_Cluster_ID,2,3,5,6,7,All
0,7,14,0,0,0,21
1,2,19,0,0,0,21
2,4,17,0,0,0,21
3,0,0,1,14,6,21
4,8,13,0,0,0,21
5,17,4,0,0,0,21
All,38,67,1,14,6,126
